Id;Suggested;Title;IsLeaf;IsAdoptedChild;AverageDepth;Level;ConceptDetailsId;ParentId
Q34.0;;Q34.0_Anomaly of pleura;1;0;4;4;NULL;Q34
Q34.1;;Q34.1_Congenital cyst of mediastinum;1;0;4;4;NULL;Q34
Q34.8;;Q34.8_Other specified congenital malformations of respiratory system;1;0;4;4;NULL;Q34
Q34.9;;Q34.9_Congenital malformation of respiratory system, unspecified;1;0;4;4;NULL;Q34
Q35;;Q35_Cleft palate;0;0;3;3;NULL;Q35-Q37
Q35.1;;Q35.1_Cleft hard palate;1;0;4;4;NULL;Q35
Q35.3;;Q35.3_Cleft soft palate;1;0;4;4;NULL;Q35
Q35.5;;Q35.5_Cleft hard palate with cleft soft palate;1;0;4;4;NULL;Q35
Q35.7;;Q35.7_Cleft uvula;1;0;4;4;NULL;Q35
Q35.9;;Q35.9_Cleft palate, unspecified;1;0;4;4;NULL;Q35
Q35-Q37;;Q35-Q37_Cleft lip and cleft palate;0;0;2;2;NULL;XVII
Q36;;Q36_Cleft lip;0;0;3;3;NULL;Q35-Q37
Q36.0;;Q36.0_Cleft lip, bilateral;1;0;4;4;NULL;Q36
Q36.1;;Q36.1_Cleft lip, median;1;0;4;4;NULL;Q36
Q36.9;;Q36.9_Cleft lip, unilateral;1;0;4;4;NULL;Q36
Q37;;Q37_Cleft palate with cleft lip;0;0;3;3;NULL;Q35-Q37
Q37.0;;Q37.0_Cleft hard palate with bilateral cleft lip;1;0;4;4;NULL;Q37
Q37.1;;Q37.1_Cleft hard palate with unilateral cleft lip;1;0;4;4;NULL;Q37
Q37.2;;Q37.2_Cleft soft palate with bilateral cleft lip;1;0;4;4;NULL;Q37
Q37.3;;Q37.3_Cleft soft palate with unilateral cleft lip;1;0;4;4;NULL;Q37
Q37.4;;Q37.4_Cleft hard and soft palate with bilateral cleft lip;1;0;4;4;NULL;Q37
Q37.5;;Q37.5_Cleft hard and soft palate with unilateral cleft lip;1;0;4;4;NULL;Q37
Q37.8;;Q37.8_Unspecified cleft palate with bilateral cleft lip;1;0;4;4;NULL;Q37
Q37.9;;Q37.9_Unspecified cleft palate with unilateral cleft lip;1;0;4;4;NULL;Q37
Q38;;Q38_Other congenital malformations of tongue, mouth and pharynx;0;0;3;3;NULL;Q38-Q45
Q38.0;;Q38.0_Congenital malformations of lips, not elsewhere classified;1;0;4;4;NULL;Q38
Q38.1;;Q38.1_Ankyloglossia;1;0;4;4;NULL;Q38
Q38.2;;Q38.2_Macroglossia;1;0;4;4;NULL;Q38
Q38.3;;Q38.3_Other congenital malformations of tongue;1;0;4;4;NULL;Q38
Q38.4;;Q38.4_Congenital malformations of salivary glands and ducts;1;0;4;4;NULL;Q38
Q38.5;;Q38.5_Congenital malformations of palate, not elsewhere classified;1;0;4;4;NULL;Q38
Q38.6;;Q38.6_Other congenital malformations of mouth;1;0;4;4;NULL;Q38
Q38.7;;Q38.7_Pharyngeal pouch;1;0;4;4;NULL;Q38
Q38.8;;Q38.8_Other congenital malformations of pharynx;1;0;4;4;NULL;Q38
Q38-Q45;;Q38-Q45_Other congenital malformations of the digestive system;0;0;2;2;NULL;XVII
Q39;;Q39_Congenital malformations of oesophagus;0;0;3;3;NULL;Q38-Q45
Q39.0;;Q39.0_Atresia of oesophagus without fistula;1;0;4;4;NULL;Q39
Q39.1;;Q39.1_Atresia of oesophagus with tracheo-oesophageal fistula;1;0;4;4;NULL;Q39
Q39.2;;Q39.2_Congenital tracheo-oesophageal fistula without atresia;1;0;4;4;NULL;Q39
Q39.3;;Q39.3_Congenital stenosis and stricture of oesophagus;1;0;4;4;NULL;Q39
Q39.4;;Q39.4_Congenital oesophageal web;1;0;4;4;NULL;Q39
Q39.5;;Q39.5_Congenital dilatation of oesophagus;1;0;4;4;NULL;Q39
Q39.6;;Q39.6_Diverticulum of oesophagus;1;0;4;4;NULL;Q39
Q39.8;;Q39.8_Other congenital malformations of oesophagus;1;0;4;4;NULL;Q39
Q39.9;;Q39.9_Congenital malformation of oesophagus, unspecified;1;0;4;4;NULL;Q39
Q40;;Q40_Other congenital malformations of upper alimentary tract;0;0;3;3;NULL;Q38-Q45
Q40.0;;Q40.0_Congenital hypertrophic pyloric stenosis;1;0;4;4;NULL;Q40
Q40.1;;Q40.1_Congenital hiatus hernia;1;0;4;4;NULL;Q40
Q40.2;;Q40.2_Other specified congenital malformations of stomach;1;0;4;4;NULL;Q40
Q40.3;;Q40.3_Congenital malformation of stomach, unspecified;1;0;4;4;NULL;Q40
Q40.8;;Q40.8_Other specified congenital malformations of upper alimentary tract;1;0;4;4;NULL;Q40
Q40.9;;Q40.9_Congenital malformation of upper alimentary tract, unspecified;1;0;4;4;NULL;Q40
Q41;;Q41_Congenital absence, atresia and stenosis of small intestine;0;0;3;3;NULL;Q38-Q45
Q41.0;;Q41.0_Congenital absence, atresia and stenosis of duodenum;1;0;4;4;NULL;Q41
Q41.1;;Q41.1_Congenital absence, atresia and stenosis of jejunum;1;0;4;4;NULL;Q41
Q41.2;;Q41.2_Congenital absence, atresia and stenosis of ileum;1;0;4;4;NULL;Q41
Q41.8;;Q41.8_Congenital absence, atresia and stenosis of other specified parts of small intestine;1;0;4;4;NULL;Q41
Q41.9;;Q41.9_Congenital absence, atresia and stenosis of small intestine, part unspecified;1;0;4;4;NULL;Q41
Q42;;Q42_Congenital absence, atresia and stenosis of large intestine;0;0;3;3;NULL;Q38-Q45
Q42.0;;Q42.0_Congenital absence, atresia and stenosis of rectum with fistula;1;0;4;4;NULL;Q42
Q42.1;;Q42.1_Congenital absence, atresia and stenosis of rectum without fistula;1;0;4;4;NULL;Q42
Q42.2;;Q42.2_Congenital absence, atresia and stenosis of anus with fistula;1;0;4;4;NULL;Q42
Q42.3;;Q42.3_Congenital absence, atresia and stenosis of anus without fistula;1;0;4;4;NULL;Q42
Q42.8;;Q42.8_Congenital absence, atresia and stenosis of other parts of large intestine;1;0;4;4;NULL;Q42
Q42.9;;Q42.9_Congenital absence, atresia and stenosis of large intestine, part unspecified;1;0;4;4;NULL;Q42
Q43;;Q43_Other congenital malformations of intestine;0;0;3;3;NULL;Q38-Q45
Q43.0;;Q43.0_Meckel diverticulum;1;0;4;4;NULL;Q43
Q43.1;;Q43.1_Hirschsprung disease;1;0;4;4;NULL;Q43
Q43.2;;Q43.2_Other congenital functional disorders of colon;1;0;4;4;NULL;Q43
Q43.3;;Q43.3_Congenital malformations of intestinal fixation;1;0;4;4;NULL;Q43
Q43.4;;Q43.4_Duplication of intestine;1;0;4;4;NULL;Q43
Q43.5;;Q43.5_Ectopic anus;1;0;4;4;NULL;Q43
Q43.6;;Q43.6_Congenital fistula of rectum and anus;1;0;4;4;NULL;Q43
Q43.7;;Q43.7_Persistent cloaca;1;0;4;4;NULL;Q43
Q43.8;;Q43.8_Other specified congenital malformations of intestine;1;0;4;4;NULL;Q43
Q43.9;;Q43.9_Congenital malformation of intestine, unspecified;1;0;4;4;NULL;Q43
Q44;;Q44_Congenital malformations of gallbladder, bile ducts and liver;0;0;3;3;NULL;Q38-Q45
Q44.0;;Q44.0_Agenesis, aplasia and hypoplasia of gallbladder;1;0;4;4;NULL;Q44
Q44.1;;Q44.1_Other congenital malformations of gallbladder;1;0;4;4;NULL;Q44
Q44.2;;Q44.2_Atresia of bile ducts;1;0;4;4;NULL;Q44
Q44.3;;Q44.3_Congenital stenosis and stricture of bile ducts;1;0;4;4;NULL;Q44
Q44.4;;Q44.4_Choledochal cyst;1;0;4;4;NULL;Q44
Q44.5;;Q44.5_Other congenital malformations of bile ducts;1;0;4;4;NULL;Q44
Q44.6;;Q44.6_Cystic disease of liver;1;0;4;4;NULL;Q44
Q44.7;;Q44.7_Other congenital malformations of liver;1;0;4;4;NULL;Q44
Q45;;Q45_Other congenital malformations of digestive system;0;0;3;3;NULL;Q38-Q45
Q45.0;;Q45.0_Agenesis, aplasia and hypoplasia of pancreas;1;0;4;4;NULL;Q45
Q45.1;;Q45.1_Annular pancreas;1;0;4;4;NULL;Q45
Q45.2;;Q45.2_Congenital pancreatic cyst;1;0;4;4;NULL;Q45
Q45.3;;Q45.3_Other congenital malformations of pancreas and pancreatic duct;1;0;4;4;NULL;Q45
Q45.8;;Q45.8_Other specified congenital malformations of digestive system;1;0;4;4;NULL;Q45
Q45.9;;Q45.9_Congenital malformation of digestive system, unspecified;1;0;4;4;NULL;Q45
Q50;;Q50_Congenital malformations of ovaries, fallopian tubes and broad ligaments;0;0;3;3;NULL;Q50-Q56
Q50.0;;Q50.0_Congenital absence of ovary;1;0;4;4;NULL;Q50
Q50.1;;Q50.1_Developmental ovarian cyst;1;0;4;4;NULL;Q50
Q50.2;;Q50.2_Congenital torsion of ovary;1;0;4;4;NULL;Q50
Q50.3;;Q50.3_Other congenital malformations of ovary;1;0;4;4;NULL;Q50
Q50.4;;Q50.4_Embryonic cyst of fallopian tube;1;0;4;4;NULL;Q50
Q50.5;;Q50.5_Embryonic cyst of broad ligament;1;0;4;4;NULL;Q50
Q50.6;;Q50.6_Other congenital malformations of fallopian tube and broad ligament;1;0;4;4;NULL;Q50
Q50-Q56;;Q50-Q56_Congenital malformations of genital organs;0;0;2;2;NULL;XVII
Q51;;Q51_Congenital malformations of uterus and cervix;0;0;3;3;NULL;Q50-Q56
Q51.0;;Q51.0_Agenesis and aplasia of uterus;1;0;4;4;NULL;Q51
Q51.1;;Q51.1_Doubling of uterus with doubling of cervix and vagina;1;0;4;4;NULL;Q51
Q51.2;;Q51.2_Other doubling of uterus;1;0;4;4;NULL;Q51
Q51.3;;Q51.3_Bicornate uterus;1;0;4;4;NULL;Q51
Q51.4;;Q51.4_Unicornate uterus;1;0;4;4;NULL;Q51
Q51.5;;Q51.5_Agenesis and aplasia of cervix;1;0;4;4;NULL;Q51
Q51.6;;Q51.6_Embryonic cyst of cervix;1;0;4;4;NULL;Q51
Q51.7;;Q51.7_Congenital fistulae between uterus and digestive and urinary tracts;1;0;4;4;NULL;Q51
Q51.8;;Q51.8_Other congenital malformations of uterus and cervix;1;0;4;4;NULL;Q51
Q51.9;;Q51.9_Congenital malformation of uterus and cervix, unspecified;1;0;4;4;NULL;Q51
Q52;;Q52_Other congenital malformations of female genitalia;0;0;3;3;NULL;Q50-Q56
Q52.0;;Q52.0_Congenital absence of vagina;1;0;4;4;NULL;Q52
Q52.1;;Q52.1_Doubling of vagina;1;0;4;4;NULL;Q52
Q52.2;;Q52.2_Congenital rectovaginal fistula;1;0;4;4;NULL;Q52
Q52.3;;Q52.3_Imperforate hymen;1;0;4;4;NULL;Q52
Q52.4;;Q52.4_Other congenital malformations of vagina;1;0;4;4;NULL;Q52
Q52.5;;Q52.5_Fusion of labia;1;0;4;4;NULL;Q52
Q52.6;;Q52.6_Congenital malformation of clitoris;1;0;4;4;NULL;Q52
Q52.7;;Q52.7_Other congenital malformations of vulva;1;0;4;4;NULL;Q52
Q52.8;;Q52.8_Other specified congenital malformations of female genitalia;1;0;4;4;NULL;Q52
Q52.9;;Q52.9_Congenital malformation of female genitalia, unspecified;1;0;4;4;NULL;Q52
Q53;;Q53_Undescended testicle;0;0;3;3;NULL;Q50-Q56
Q53.0;;Q53.0_Ectopic testis;1;0;4;4;NULL;Q53
Q53.1;;Q53.1_Undescended testicle, unilateral;1;0;4;4;NULL;Q53
Q53.2;;Q53.2_Undescended testicle, bilateral;1;0;4;4;NULL;Q53
Q53.9;;Q53.9_Undescended testicle, unspecified;1;0;4;4;NULL;Q53
Q54;;Q54_Hypospadias;0;0;3;3;NULL;Q50-Q56
Q54.0;;Q54.0_Hypospadias, balanic;1;0;4;4;NULL;Q54
Q54.1;;Q54.1_Hypospadias, penile;1;0;4;4;NULL;Q54
Q54.2;;Q54.2_Hypospadias, penoscrotal;1;0;4;4;NULL;Q54
Q54.3;;Q54.3_Hypospadias, perineal;1;0;4;4;NULL;Q54
Q54.4;;Q54.4_Congenital chordee;1;0;4;4;NULL;Q54
Q54.8;;Q54.8_Other hypospadias;1;0;4;4;NULL;Q54
Q54.9;;Q54.9_Hypospadias, unspecified;1;0;4;4;NULL;Q54
Q55;;Q55_Other congenital malformations of male genital organs;0;0;3;3;NULL;Q50-Q56
Q55.0;;Q55.0_Absence and aplasia of testis;1;0;4;4;NULL;Q55
Q55.1;;Q55.1_Hypoplasia of testis and scrotum;1;0;4;4;NULL;Q55
Q55.2;;Q55.2_Other congenital malformations of testis and scrotum;1;0;4;4;NULL;Q55
Q55.3;;Q55.3_Atresia of vas deferens;1;0;4;4;NULL;Q55
Q55.4;;Q55.4_Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate;1;0;4;4;NULL;Q55
Q55.5;;Q55.5_Congenital absence and aplasia of penis;1;0;4;4;NULL;Q55
Q55.6;;Q55.6_Other congenital malformations of penis;1;0;4;4;NULL;Q55
Q55.8;;Q55.8_Other specified congenital malformations of male genital organs;1;0;4;4;NULL;Q55
Q55.9;;Q55.9_Congenital malformation of male genital organ, unspecified;1;0;4;4;NULL;Q55
Q56;;Q56_Indeterminate sex and pseudohermaphroditism;0;0;3;3;NULL;Q50-Q56
Q56.0;;Q56.0_Hermaphroditism, not elsewhere classified;1;0;4;4;NULL;Q56
Q56.1;;Q56.1_Male pseudohermaphroditism, not elsewhere classified;1;0;4;4;NULL;Q56
Q56.2;;Q56.2_Female pseudohermaphroditism, not elsewhere classified;1;0;4;4;NULL;Q56
Q56.3;;Q56.3_Pseudohermaphroditism, unspecified;1;0;4;4;NULL;Q56
Q56.4;;Q56.4_Indeterminate sex, unspecified;1;0;4;4;NULL;Q56
Q60;;Q60_Renal agenesis and other reduction defects of kidney;0;0;3;3;NULL;Q60-Q64
Q60.0;;Q60.0_Renal agenesis, unilateral;1;0;4;4;NULL;Q60
Q60.1;;Q60.1_Renal agenesis, bilateral;1;0;4;4;NULL;Q60
Q60.2;;Q60.2_Renal agenesis, unspecified;1;0;4;4;NULL;Q60
Q60.3;;Q60.3_Renal hypoplasia, unilateral;1;0;4;4;NULL;Q60
Q60.4;;Q60.4_Renal hypoplasia, bilateral;1;0;4;4;NULL;Q60
Q60.5;;Q60.5_Renal hypoplasia, unspecified;1;0;4;4;NULL;Q60
Q60.6;;Q60.6_Potter syndrome;1;0;4;4;NULL;Q60
Q60-Q64;;Q60-Q64_Congenital malformations of the urinary system;0;0;2;2;NULL;XVII
Q61;;Q61_Cystic kidney disease;0;0;3;3;NULL;Q60-Q64
Q61.0;;Q61.0_Congenital single renal cyst;1;0;4;4;NULL;Q61
Q61.1;;Q61.1_Polycystic kidney, autosomal recessive;1;0;4;4;NULL;Q61
Q61.2;;Q61.2_Polycystic kidney, autosomal dominant;1;0;4;4;NULL;Q61
Q61.3;;Q61.3_Polycystic kidney, unspecified;1;0;4;4;NULL;Q61
Q61.4;;Q61.4_Renal dysplasia;1;0;4;4;NULL;Q61
Q61.5;;Q61.5_Medullary cystic kidney;1;0;4;4;NULL;Q61
Q61.8;;Q61.8_Other cystic kidney diseases;1;0;4;4;NULL;Q61
Q61.9;;Q61.9_Cystic kidney disease, unspecified;1;0;4;4;NULL;Q61
Q62;;Q62_Congenital obstructive defects of renal pelvis and congenital malformations of ureter;0;0;3;3;NULL;Q60-Q64
Q62.0;;Q62.0_Congenital hydronephrosis;1;0;4;4;NULL;Q62
Q62.1;;Q62.1_Atresia and stenosis of ureter;1;0;4;4;NULL;Q62
Q62.2;;Q62.2_Congenital megaloureter;1;0;4;4;NULL;Q62
Q62.3;;Q62.3_Other obstructive defects of renal pelvis and ureter;1;0;4;4;NULL;Q62
Q62.4;;Q62.4_Agenesis of ureter;1;0;4;4;NULL;Q62
Q62.5;;Q62.5_Duplication of ureter;1;0;4;4;NULL;Q62
Q62.6;;Q62.6_Malposition of ureter;1;0;4;4;NULL;Q62
Q62.7;;Q62.7_Congenital vesico-uretero-renal reflux;1;0;4;4;NULL;Q62
Q62.8;;Q62.8_Other congenital malformations of ureter;1;0;4;4;NULL;Q62
Q63;;Q63_Other congenital malformations of kidney;0;0;3;3;NULL;Q60-Q64
Q63.0;;Q63.0_Accessory kidney;1;0;4;4;NULL;Q63
Q63.1;;Q63.1_Lobulated, fused and horseshoe kidney;1;0;4;4;NULL;Q63
Q63.2;;Q63.2_Ectopic kidney;1;0;4;4;NULL;Q63
Q63.3;;Q63.3_Hyperplastic and giant kidney;1;0;4;4;NULL;Q63
Q63.8;;Q63.8_Other specified congenital malformations of kidney;1;0;4;4;NULL;Q63
Q63.9;;Q63.9_Congenital malformation of kidney, unspecified;1;0;4;4;NULL;Q63
Q64;;Q64_Other congenital malformations of urinary system;0;0;3;3;NULL;Q60-Q64
Q64.0;;Q64.0_Epispadias;1;0;4;4;NULL;Q64
Q64.1;;Q64.1_Exstrophy of urinary bladder;1;0;4;4;NULL;Q64
Q64.2;;Q64.2_Congenital posterior urethral valves;1;0;4;4;NULL;Q64
Q64.3;;Q64.3_Other atresia and stenosis of urethra and bladder neck;1;0;4;4;NULL;Q64
Q64.4;;Q64.4_Malformation of urachus;1;0;4;4;NULL;Q64
Q64.5;;Q64.5_Congenital absence of bladder and urethra;1;0;4;4;NULL;Q64
Q64.6;;Q64.6_Congenital diverticulum of bladder;1;0;4;4;NULL;Q64
Q64.7;;Q64.7_Other congenital malformations of bladder and urethra;1;0;4;4;NULL;Q64
Q64.8;;Q64.8_Other specified congenital malformations of urinary system;1;0;4;4;NULL;Q64
Q64.9;;Q64.9_Congenital malformation of urinary system, unspecified;1;0;4;4;NULL;Q64
Q65;;Q65_Congenital deformities of hip;0;0;3;3;NULL;Q65-Q79
Q65.0;;Q65.0_Congenital dislocation of hip, unilateral;1;0;4;4;NULL;Q65
Q65.1;;Q65.1_Congenital dislocation of hip, bilateral;1;0;4;4;NULL;Q65
Q65.2;;Q65.2_Congenital dislocation of hip, unspecified;1;0;4;4;NULL;Q65
Q65.3;;Q65.3_Congenital subluxation of hip, unilateral;1;0;4;4;NULL;Q65
Q65.4;;Q65.4_Congenital subluxation of hip, bilateral;1;0;4;4;NULL;Q65
Q65.5;;Q65.5_Congenital subluxation of hip, unspecified;1;0;4;4;NULL;Q65
Q65.6;;Q65.6_Unstable hip;1;0;4;4;NULL;Q65
Q65.8;;Q65.8_Other congenital deformities of hip;1;0;4;4;NULL;Q65
Q65.9;;Q65.9_Congenital deformity of hip, unspecified;1;0;4;4;NULL;Q65
Q65-Q79;;Q65-Q79_Congenital malformations and deformations of the musculoskeletal system;0;0;2;2;NULL;XVII
Q66;;Q66_Congenital deformities of feet;0;0;3;3;NULL;Q65-Q79
Q66.0;;Q66.0_Talipes equinovarus;1;0;4;4;NULL;Q66
Q66.1;;Q66.1_Talipes calcaneovarus;1;0;4;4;NULL;Q66
Q66.2;;Q66.2_Metatarsus varus;1;0;4;4;NULL;Q66
Q66.3;;Q66.3_Other congenital varus deformities of feet;1;0;4;4;NULL;Q66
Q66.4;;Q66.4_Talipes calcaneovalgus;1;0;4;4;NULL;Q66
Q66.5;;Q66.5_Congenital pes planus;1;0;4;4;NULL;Q66
Q66.6;;Q66.6_Other congenital valgus deformities of feet;1;0;4;4;NULL;Q66
Q66.7;;Q66.7_Pes cavus;1;0;4;4;NULL;Q66
Q66.8;;Q66.8_Other congenital deformities of feet;1;0;4;4;NULL;Q66
Q66.9;;Q66.9_Congenital deformity of feet, unspecified;1;0;4;4;NULL;Q66
Q67;;Q67_Congenital musculoskeletal deformities of head, face, spine and chest;0;0;3;3;NULL;Q65-Q79
Q67.0;;Q67.0_Facial asymmetry;1;0;4;4;NULL;Q67
Q67.1;;Q67.1_Compression facies;1;0;4;4;NULL;Q67
Q67.2;;Q67.2_Dolichocephaly;1;0;4;4;NULL;Q67
Q67.3;;Q67.3_Plagiocephaly;1;0;4;4;NULL;Q67
Q67.4;;Q67.4_Other congenital deformities of skull, face and jaw;1;0;4;4;NULL;Q67
Q67.5;;Q67.5_Congenital deformity of spine;1;0;4;4;NULL;Q67
Q67.6;;Q67.6_Pectus excavatum;1;0;4;4;NULL;Q67
Q67.7;;Q67.7_Pectus carinatum;1;0;4;4;NULL;Q67
Q67.8;;Q67.8_Other congenital deformities of chest;1;0;4;4;NULL;Q67
Q68;;Q68_Other congenital musculoskeletal deformities;0;0;3;3;NULL;Q65-Q79
Q68.0;;Q68.0_Congenital deformity of sternocleidomastoid muscle;1;0;4;4;NULL;Q68
Q68.1;;Q68.1_Congenital deformity of hand;1;0;4;4;NULL;Q68
Q68.2;;Q68.2_Congenital deformity of knee;1;0;4;4;NULL;Q68
Q68.3;;Q68.3_Congenital bowing of femur;1;0;4;4;NULL;Q68
Q68.4;;Q68.4_Congenital bowing of tibia and fibula;1;0;4;4;NULL;Q68
Q68.5;;Q68.5_Congenital bowing of long bones of leg, unspecified;1;0;4;4;NULL;Q68
Q68.8;;Q68.8_Other specified congenital musculoskeletal deformities;1;0;4;4;NULL;Q68
Q69;;Q69_Polydactyly;0;0;3;3;NULL;Q65-Q79
Q69.0;;Q69.0_Accessory finger(s);1;0;4;4;NULL;Q69
Q69.1;;Q69.1_Accessory thumb(s);1;0;4;4;NULL;Q69
Q69.2;;Q69.2_Accessory toe(s);1;0;4;4;NULL;Q69
Q69.9;;Q69.9_Polydactyly, unspecified;1;0;4;4;NULL;Q69
Q70;;Q70_Syndactyly;0;0;3;3;NULL;Q65-Q79
Q70.0;;Q70.0_Fused fingers;1;0;4;4;NULL;Q70
Q70.1;;Q70.1_Webbed fingers;1;0;4;4;NULL;Q70
Q70.2;;Q70.2_Fused toes;1;0;4;4;NULL;Q70
Q70.3;;Q70.3_Webbed toes;1;0;4;4;NULL;Q70
Q70.4;;Q70.4_Polysyndactyly;1;0;4;4;NULL;Q70
Q70.9;;Q70.9_Syndactyly, unspecified;1;0;4;4;NULL;Q70
Q71;;Q71_Reduction defects of upper limb;0;0;3;3;NULL;Q65-Q79
Q71.0;;Q71.0_Congenital complete absence of upper limb(s);1;0;4;4;NULL;Q71
Q71.1;;Q71.1_Congenital absence of upper arm and forearm with hand present;1;0;4;4;NULL;Q71
Q71.2;;Q71.2_Congenital absence of both forearm and hand;1;0;4;4;NULL;Q71
Q71.3;;Q71.3_Congenital absence of hand and finger(s);1;0;4;4;NULL;Q71
Q71.4;;Q71.4_Longitudinal reduction defect of radius;1;0;4;4;NULL;Q71
Q71.5;;Q71.5_Longitudinal reduction defect of ulna;1;0;4;4;NULL;Q71
Q71.6;;Q71.6_Lobster-claw hand;1;0;4;4;NULL;Q71
Q71.8;;Q71.8_Other reduction defects of upper limb(s);1;0;4;4;NULL;Q71
Q71.9;;Q71.9_Reduction defect of upper limb, unspecified;1;0;4;4;NULL;Q71
Q72;;Q72_Reduction defects of lower limb;0;0;3;3;NULL;Q65-Q79
Q72.0;;Q72.0_Congenital complete absence of lower limb(s);1;0;4;4;NULL;Q72
Q72.1;;Q72.1_Congenital absence of thigh and lower leg with foot present;1;0;4;4;NULL;Q72
Q72.2;;Q72.2_Congenital absence of both lower leg and foot;1;0;4;4;NULL;Q72
Q72.3;;Q72.3_Congenital absence of foot and toe(s);1;0;4;4;NULL;Q72
Q72.4;;Q72.4_Longitudinal reduction defect of femur;1;0;4;4;NULL;Q72
Q72.5;;Q72.5_Longitudinal reduction defect of tibia;1;0;4;4;NULL;Q72
Q72.6;;Q72.6_Longitudinal reduction defect of fibula;1;0;4;4;NULL;Q72
Q72.7;;Q72.7_Split foot;1;0;4;4;NULL;Q72
Q72.8;;Q72.8_Other reduction defects of lower limb(s);1;0;4;4;NULL;Q72
Q72.9;;Q72.9_Reduction defect of lower limb, unspecified;1;0;4;4;NULL;Q72
Q73;;Q73_Reduction defects of unspecified limb;0;0;3;3;NULL;Q65-Q79
Q73.0;;Q73.0_Congenital absence of unspecified limb(s);1;0;4;4;NULL;Q73
Q73.1;;Q73.1_Phocomelia, unspecified limb(s);1;0;4;4;NULL;Q73
Q73.8;;Q73.8_Other reduction defects of unspecified limb(s);1;0;4;4;NULL;Q73
Q74;;Q74_Other congenital malformations of limb(s);0;0;3;3;NULL;Q65-Q79
Q74.0;;Q74.0_Other congenital malformations of upper limb(s), including shoulder girdle;1;0;4;4;NULL;Q74
Q74.1;;Q74.1_Congenital malformation of knee;1;0;4;4;NULL;Q74
Q74.2;;Q74.2_Other congenital malformations of lower limb(s), including pelvic girdle;1;0;4;4;NULL;Q74
Q74.3;;Q74.3_Arthrogryposis multiplex congenita;1;0;4;4;NULL;Q74
Q74.8;;Q74.8_Other specified congenital malformations of limb(s);1;0;4;4;NULL;Q74
Q74.9;;Q74.9_Unspecified congenital malformation of limb(s);1;0;4;4;NULL;Q74
Q75;;Q75_Other congenital malformations of skull and face bones;0;0;3;3;NULL;Q65-Q79
Q75.0;;Q75.0_Craniosynostosis;1;0;4;4;NULL;Q75
Q75.1;;Q75.1_Craniofacial dysostosis;1;0;4;4;NULL;Q75
Q75.2;;Q75.2_Hypertelorism;1;0;4;4;NULL;Q75
Q75.3;;Q75.3_Macrocephaly;1;0;4;4;NULL;Q75
Q75.4;;Q75.4_Mandibulofacial dysostosis;1;0;4;4;NULL;Q75
Q75.5;;Q75.5_Oculomandibular dysostosis;1;0;4;4;NULL;Q75
Q75.8;;Q75.8_Other specified congenital malformations of skull and face bones;1;0;4;4;NULL;Q75
Q75.9;;Q75.9_Congenital malformation of skull and face bones, unspecified;1;0;4;4;NULL;Q75
Q76;;Q76_Congenital malformations of spine and bony thorax;0;0;3;3;NULL;Q65-Q79
Q76.0;;Q76.0_Spina bifida occulta;1;0;4;4;NULL;Q76
Q76.1;;Q76.1_Klippel-Feil syndrome;1;0;4;4;NULL;Q76
Q76.2;;Q76.2_Congenital spondylolisthesis;1;0;4;4;NULL;Q76
Q76.3;;Q76.3_Congenital scoliosis due to congenital bony malformation;1;0;4;4;NULL;Q76
Q76.4;;Q76.4_Other congenital malformations of spine, not associated with scoliosis;1;0;4;4;NULL;Q76
Q76.5;;Q76.5_Cervical rib;1;0;4;4;NULL;Q76
Q76.6;;Q76.6_Other congenital malformations of ribs;1;0;4;4;NULL;Q76
Q76.7;;Q76.7_Congenital malformation of sternum;1;0;4;4;NULL;Q76
Q76.8;;Q76.8_Other congenital malformations of bony thorax;1;0;4;4;NULL;Q76
Q76.9;;Q76.9_Congenital malformation of bony thorax, unspecified;1;0;4;4;NULL;Q76
Q77;;Q77_Osteochondrodysplasia with defects of growth of tubular bones and spine;0;0;3;3;NULL;Q65-Q79
Q77.0;;Q77.0_Achondrogenesis;1;0;4;4;NULL;Q77
Q77.1;;Q77.1_Thanatophoric short stature;1;0;4;4;NULL;Q77
Q77.2;;Q77.2_Short rib syndrome;1;0;4;4;NULL;Q77
Q77.3;;Q77.3_Chondrodysplasia punctata;1;0;4;4;NULL;Q77
Q77.4;;Q77.4_Achondroplasia;1;0;4;4;NULL;Q77
Q77.5;;Q77.5_Dystrophic dysplasia;1;0;4;4;NULL;Q77
Q77.6;;Q77.6_Chondroectodermal dysplasia;1;0;4;4;NULL;Q77
Q77.7;;Q77.7_Spondyloepiphyseal dysplasia;1;0;4;4;NULL;Q77
Q77.8;;Q77.8_Other osteochondrodysplasia with defects of growth of tubular bones and spine;1;0;4;4;NULL;Q77
Q77.9;;Q77.9_Osteochondrodysplasia with defects of growth of tubular bones and spine, unspecified;1;0;4;4;NULL;Q77
Q78;;Q78_Other osteochondrodysplasias;0;0;3;3;NULL;Q65-Q79
Q78.0;;Q78.0_Osteogenesis imperfecta;1;0;4;4;NULL;Q78
Q78.1;;Q78.1_Polyostotic fibrous dysplasia;1;0;4;4;NULL;Q78
Q78.2;;Q78.2_Osteopetrosis;1;0;4;4;NULL;Q78
Q78.3;;Q78.3_Progressive diaphyseal dysplasia;1;0;4;4;NULL;Q78
